index,input_url,scanner_input,result,score,description,error
508,bit.ly/Oaxhi8,https://bit.ly/Oaxhi8,SUSPICIOUS,15,15% suspicious - Uses a shortened link,
511,www.teratv.org/Sessao.jsf.CTL=7888940022063823360150&Acesso=/index.html,https://www.teratv.org/Sessao.jsf.CTL=7888940022063823360150&Acesso=/index.html,SAFE,6,6% safe - URL has multiple dot segments,
512,www.teratv.org/Sessao.jsf.CTL=7888940022063823360150&Acesso=/,https://www.teratv.org/Sessao.jsf.CTL=7888940022063823360150&Acesso=/,SAFE,4,4% safe,
514,rightsite.ru/wp-content/themes/Linepress/cache/Gol/index.html,https://rightsite.ru/wp-content/themes/Linepress/cache/Gol/index.html,SAFE,4,4% safe,
515,rightsite.ru/wp-content/themes/Linepress/cache/Gol/index.php,https://rightsite.ru/wp-content/themes/Linepress/cache/Gol/index.php,SAFE,6,6% safe - Targets dynamic script endpoint,
516,rightsite.ru/wp-content/themes/Linepress/cache/Gol/,https://rightsite.ru/wp-content/themes/Linepress/cache/Gol/,SAFE,4,4% safe,
519,antimalwarevalidate.com/members/login.php,https://antimalwarevalidate.com/members/login.php,SUSPICIOUS,16,16% suspicious - Contains risky words,
520,h0-s11.p9-jfk.cdngp.net/login/,https://h0-s11.p9-jfk.cdngp.net/login/,SUSPICIOUS,12,12% suspicious - Contains risky words,
521,wisemanwebdesign.com/soaplandia/images/remax.com/Remax/Remax/Secure%20Login.html,https://wisemanwebdesign.com/soaplandia/images/remax.com/Remax/Remax/Secure%20Login.html,SUSPICIOUS,23,23% suspicious - Contains risky words,
522,croydonsds.vic.edu.au/files/content/seguro/bradesco/scripts/ib2k1.dll/LOGIN.php,https://croydonsds.vic.edu.au/files/content/seguro/bradesco/scripts/ib2k1.dll/LOGIN.php,SUSPICIOUS,34,34% suspicious - Contains risky words,
523,www.alcq.com.au/wp-includes/personal/logon/login1.jsp.htm,https://www.alcq.com.au/wp-includes/personal/logon/login1.jsp.htm,SUSPICIOUS,20,20% suspicious - Contains risky words,
524,www.alcq.com.au/wp-includes/personal/logon/custom1.php,https://www.alcq.com.au/wp-includes/personal/logon/custom1.php,SUSPICIOUS,10,10% suspicious - Targets dynamic script endpoint,
525,thenewlead3.netdns.net/icons/.cgi-bin/wu/asp/1/regLogin/index.html,https://thenewlead3.netdns.net/icons/.cgi-bin/wu/asp/1/regLogin/index.html,SUSPICIOUS,21,21% suspicious - Contains risky words,
526,thenewlead3.netdns.net/icons/.cgi-bin/wu/asp/,https://thenewlead3.netdns.net/icons/.cgi-bin/wu/asp/,SAFE,4,4% safe,
527,www.abundantlivingcounselling.com/.cache/9bf2ec6dcf2fdfb2b86317d9bff41416/info.htm,https://www.abundantlivingcounselling.com/.cache/9bf2ec6dcf2fdfb2b86317d9bff41416/info.htm,SAFE,7,7% safe - URL length is moderately high,
528,ambipar.com/wp-content/languages/www.paypal.com/,https://ambipar.com/wp-content/languages/www.paypal.com/,SAFE,4,4% safe,
529,erc.co.zw/discuss/language/Nets.dk/Nets/info.htm,https://erc.co.zw/discuss/language/Nets.dk/Nets/info.htm,SAFE,6,6% safe - URL has multiple dot segments,
531,cordobmaq.com.br/cache/,https://cordobmaq.com.br/cache/,SAFE,4,4% safe,
533,www.soutalgnoub.com/home/images/stories/food/GbPlugin/,https://www.soutalgnoub.com/home/images/stories/food/GbPlugin/,SAFE,4,4% safe,
535,www.evriposgases.gr/page6.php,https://www.evriposgases.gr/page6.php,SUSPICIOUS,10,10% suspicious - Targets dynamic script endpoint,
539,www.shadous.3x.ro/paypal2/,https://www.shadous.3x.ro/paypal2/,SAFE,6,6% safe - Contains randomized path token,
541,www.persosite.net/BinckBank.htm,https://www.persosite.net/BinckBank.htm,SUSPICIOUS,12,12% suspicious - Contains risky words,
548,www.school1.kz/cache/remax/index.htm,https://www.school1.kz/cache/remax/index.htm,SAFE,4,4% safe,
549,t.co/umciZQW,https://t.co/umciZQW,SUSPICIOUS,15,15% suspicious - Uses a shortened link,
550,t.co/VEdfXKP,https://t.co/VEdfXKP,SUSPICIOUS,15,15% suspicious - Uses a shortened link,
552,bit.ly/Mh5T2N,https://bit.ly/Mh5T2N,SUSPICIOUS,15,15% suspicious - Uses a shortened link,
553,www.complexo.co/libraries/simplepie/,https://www.complexo.co/libraries/simplepie/,SAFE,4,4% safe,
554,www.redmoonuk.com/eBayISAPI2.dl/index.html?cgi.ebay.com/2008-Cervelo-RS-54cm-Carbon 300466179814?pt=Road_Bikes&hash=item45f52e0ee6,https://www.redmoonuk.com/eBayISAPI2.dl/index.html?cgi.ebay.com/2008-Cervelo-RS-54cm-Carbon 300466179814?pt=Road_Bikes&hash=item45f52e0ee6,SUSPICIOUS,18,18% suspicious - Invalid or incomplete link,
555,bcompy.com/js/,https://bcompy.com/js/,SAFE,4,4% safe,
556,bit.ly/Mh5Xzq,https://bit.ly/Mh5Xzq,SUSPICIOUS,15,15% suspicious - Uses a shortened link,
558,www.fortgroupinc.com/images/fedex/index.htm,https://www.fortgroupinc.com/images/fedex/index.htm,SAFE,4,4% safe,
563,rsj26.rhostjh.com/~estados/wp-content/themes/twentyeleven/js/www.paypal.com/paypal/cgi-bin/webscrcmd=_login-run/webscrcmd=_account-run/updates-paypal/confirm-paypal/,https://rsj26.rhostjh.com/~estados/wp-content/themes/twentyeleven/js/www.paypal.com/paypal/cgi-bin/webscrcmd=_login-run/webscrcmd=_account-run/updates-paypal/confirm-paypal/,SUSPICIOUS,63,63% suspicious - Contains risky words,
567,www.hiremaster.biz/~animegun/canadapaypal/error_login.html,https://www.hiremaster.biz/~animegun/canadapaypal/error_login.html,SUSPICIOUS,12,12% suspicious - Contains risky words,
571,titansafetygroup.com//wp-content/themes/twentyten/index2.html,https://titansafetygroup.com//wp-content/themes/twentyten/index2.html,SAFE,6,6% safe - Contains randomized path token,
580,www.garisbiru.com/data/asb.co.nz.ASBWebHome/index.html,https://www.garisbiru.com/data/asb.co.nz.ASBWebHome/index.html,SAFE,6,6% safe - URL has multiple dot segments,
581,static-adsl201-232-75-147.epm.net.co/httpIIwww.paypal.comIcgi-binwebscrcmd=_home-generalItem/SessionAuthLoginID/,https://static-adsl201-232-75-147.epm.net.co/httpIIwww.paypal.comIcgi-binwebscrcmd=_home-generalItem/SessionAuthLoginID/,SUSPICIOUS,42,42% suspicious - Contains risky words,
583,url2it.com/ntcc,https://url2it.com/ntcc,SAFE,4,4% safe,
587,sushilpokharel.com.np/bx_styles/data/property/properties/investment/remax/loopnet/New%20B2B/New%20B2B/,https://sushilpokharel.com.np/bx_styles/data/property/properties/investment/remax/loopnet/New%20B2B/New%20B2B/,SUSPICIOUS,11,11% suspicious - URL length is above normal,
588,alerting.allcx.com/eBay/login.htm,https://alerting.allcx.com/eBay/login.htm,SUSPICIOUS,12,12% suspicious - Contains risky words,
591,www.newstyle-us.com/eln-images/sd.htm,https://www.newstyle-us.com/eln-images/sd.htm,SAFE,4,4% safe,
592,www.smallhousecatalog.com/BillingCenter@aim.com/aol/cmThkRqcUe5qBbI/RBMC8Qg1BHav4pYFzembF/Verify/AolAccounts/secured/aol/update.php,https://www.smallhousecatalog.com/BillingCenter@aim.com/aol/cmThkRqcUe5qBbI/RBMC8Qg1BHav4pYFzembF/Verify/AolAccounts/secured/aol/update.php,SUSPICIOUS,66,66% suspicious - Contains risky words,
593,www.smallhousecatalog.com/BillingCenter@aim.com/aol/cmThkRqcUe5qBbI/RBMC8Qg1BHav4pYFzembF/Verify/AolAccounts/secured/aol/,https://www.smallhousecatalog.com/BillingCenter@aim.com/aol/cmThkRqcUe5qBbI/RBMC8Qg1BHav4pYFzembF/Verify/AolAccounts/secured/aol/,SUSPICIOUS,52,52% suspicious - Contains risky words,
594,sushilpokharel.com.np/bx_styles/data/property/properties/investment/remax/loopnet/NewB2B/NewB2B/index.htm,https://sushilpokharel.com.np/bx_styles/data/property/properties/investment/remax/loopnet/NewB2B/NewB2B/index.htm,SUSPICIOUS,11,11% suspicious - URL length is above normal,
597,www.apa.com.tr/bank.html,https://www.apa.com.tr/bank.html,SUSPICIOUS,12,12% suspicious - Contains risky words,
598,mail.thattorneys.com/images/TamFidelidade/index3.asp,https://mail.thattorneys.com/images/TamFidelidade/index3.asp,SUSPICIOUS,39,39% suspicious - Looks like a fake brand spelling (typo/extra character),
602,https://www.sogou.com,https://www.sogou.com,SAFE,4,4% safe,
603,https://www.google.ro,https://www.google.ro,SAFE,4,4% safe,
604,https://www.exoclick.com,https://www.exoclick.com,SAFE,4,4% safe,
605,https://www.walmart.com,https://www.walmart.com,SAFE,4,4% safe,
606,https://www.yelp.com,https://www.yelp.com,SAFE,4,4% safe,
607,https://www.babytree.com,https://www.babytree.com,SAFE,4,4% safe,
608,https://www.amazon.it,https://www.amazon.it,SAFE,4,4% safe,
609,https://www.google.ch,https://www.google.ch,SAFE,4,4% safe,
610,https://www.wikihow.com,https://www.wikihow.com,SAFE,4,4% safe,
611,https://www.google.no,https://www.google.no,SAFE,4,4% safe,
612,https://www.w3schools.com,https://www.w3schools.com,SAFE,4,4% safe,
613,https://www.uol.com.br,https://www.uol.com.br,SAFE,4,4% safe,
614,https://www.spankbang.com,https://www.spankbang.com,SAFE,4,4% safe,
615,https://www.google.pt,https://www.google.pt,SAFE,4,4% safe,
616,https://www.pages.tmall.com,https://www.pages.tmall.com,SAFE,4,4% safe,
617,https://www.godaddy.com,https://www.godaddy.com,SAFE,4,4% safe,
618,https://www.slideshare.net,https://www.slideshare.net,SAFE,4,4% safe,
619,https://www.redtube.com,https://www.redtube.com,SAFE,4,4% safe,
620,https://www.metropcs.mobi,https://www.metropcs.mobi,SAFE,4,4% safe,
621,https://www.speakol.com,https://www.speakol.com,SAFE,4,4% safe,
622,https://www.kompas.com,https://www.kompas.com,SAFE,4,4% safe,
623,https://www.google.ae,https://www.google.ae,SAFE,4,4% safe,
625,https://www.google.com.pe,https://www.google.com.pe,SAFE,4,4% safe,
626,https://www.google.cl,https://www.google.cl,SAFE,4,4% safe,
627,https://www.mega.nz,https://www.mega.nz,SAFE,4,4% safe,
628,https://www.bankofamerica.com,https://www.bankofamerica.com,SUSPICIOUS,12,12% suspicious - Contains risky words,
629,https://www.ladbible.com,https://www.ladbible.com,SAFE,4,4% safe,
630,https://www.bet9ja.com,https://www.bet9ja.com,SAFE,4,4% safe,
631,https://www.wellsfargo.com,https://www.wellsfargo.com,SAFE,4,4% safe,
632,https://www.spotscenered.info,https://www.spotscenered.info,SAFE,4,4% safe,
633,https://www.eastday.com,https://www.eastday.com,SAFE,4,4% safe,
634,https://www.nextoptim.com,https://www.nextoptim.com,SAFE,4,4% safe,
635,https://www.youporn.com,https://www.youporn.com,SAFE,4,4% safe,
637,https://www.weather.com,https://www.weather.com,SAFE,4,4% safe,
638,https://www.hulu.com,https://www.hulu.com,SAFE,4,4% safe,
640,https://www.bilibili.com,https://www.bilibili.com,SAFE,4,4% safe,
641,https://www.speedtest.net,https://www.speedtest.net,SAFE,4,4% safe,
642,https://www.ikea.com,https://www.ikea.com,SAFE,4,4% safe,
644,https://www.slack.com,https://www.slack.com,SAFE,4,4% safe,
645,https://www.bukalapak.com,https://www.bukalapak.com,SAFE,4,4% safe,
646,https://www.caijing.com.cn,https://www.caijing.com.cn,SAFE,4,4% safe,
647,https://www.yts.am,https://www.yts.am,SAFE,4,4% safe,
648,https://www.google.ie,https://www.google.ie,SAFE,4,4% safe,
649,https://www.newstrend.news,https://www.newstrend.news,SAFE,4,4% safe,
650,https://www.abs-cbn.com,https://www.abs-cbn.com,SAFE,4,4% safe,
651,https://www.forbes.com,https://www.forbes.com,SAFE,4,4% safe,
652,https://www.people.com.cn,https://www.people.com.cn,SAFE,4,4% safe,
653,https://www.indiatimes.com,https://www.indiatimes.com,SAFE,4,4% safe,
654,https://www.amazon.es,https://www.amazon.es,SAFE,4,4% safe,
655,https://www.9gag.com,https://www.9gag.com,SAFE,4,4% safe,
656,https://www.google.dk,https://www.google.dk,SAFE,4,4% safe,
657,https://www.upornia.com,https://www.upornia.com,SAFE,4,4% safe,
658,https://www.kinopoisk.ru,https://www.kinopoisk.ru,SAFE,4,4% safe,
659,https://www.huanqiu.com,https://www.huanqiu.com,SAFE,4,4% safe,
660,https://www.youm7.com,https://www.youm7.com,SAFE,4,4% safe,
661,https://www.medium.com,https://www.medium.com,SAFE,4,4% safe,
662,https://www.zillow.com,https://www.zillow.com,SAFE,4,4% safe,
663,https://www.tripadvisor.com,https://www.tripadvisor.com,SAFE,4,4% safe,
664,https://www.gamepedia.com,https://www.gamepedia.com,SAFE,4,4% safe,
665,https://www.scribd.com,https://www.scribd.com,SAFE,4,4% safe,
666,https://www.breitbart.com,https://www.breitbart.com,SAFE,4,4% safe,
667,https://www.wikimedia.org,https://www.wikimedia.org,SUSPICIOUS,23,23% suspicious - Looks like a fake brand spelling (typo/extra character),
668,https://www.dkn.tv,https://www.dkn.tv,SAFE,4,4% safe,
669,https://www.kakaku.com,https://www.kakaku.com,SAFE,4,4% safe,
670,https://www.rambler.ru,https://www.rambler.ru,SAFE,4,4% safe,
671,https://www.bittrex.com,https://www.bittrex.com,SAFE,4,4% safe,
672,https://www.sabah.com.tr,https://www.sabah.com.tr,SAFE,4,4% safe,
673,https://www.ebay-kleinanzeigen.de,https://www.ebay-kleinanzeigen.de,SAFE,4,4% safe,
674,https://www.foxnews.com,https://www.foxnews.com,SAFE,4,4% safe,
675,https://www.codeonclick.com,https://www.codeonclick.com,SAFE,4,4% safe,
676,https://www.trello.com,https://www.trello.com,SAFE,4,4% safe,
677,https://www.hclips.com,https://www.hclips.com,SAFE,4,4% safe,
678,https://www.wetransfer.com,https://www.wetransfer.com,SAFE,4,4% safe,
679,https://www.intuit.com,https://www.intuit.com,SAFE,4,4% safe,
680,https://www.google.dz,https://www.google.dz,SAFE,4,4% safe,
681,https://www.livejournal.com,https://www.livejournal.com,SAFE,4,4% safe,
682,https://www.liputan6.com,https://www.liputan6.com,SAFE,4,4% safe,
683,https://www.google.fi,https://www.google.fi,SAFE,4,4% safe,
684,https://www.google.hu,https://www.google.hu,SAFE,4,4% safe,
685,https://www.leboncoin.fr,https://www.leboncoin.fr,SAFE,4,4% safe,
686,https://www.genius.com,https://www.genius.com,SAFE,4,4% safe,
687,https://www.bestbuy.com,https://www.bestbuy.com,SAFE,4,4% safe,
688,https://www.telegram.org,https://www.telegram.org,SAFE,0,Ignored internal link,
689,https://www.files.wordpress.com,https://www.files.wordpress.com,SAFE,4,4% safe,
690,https://www.archive.org,https://www.archive.org,SAFE,4,4% safe,
691,https://www.aliyun.com,https://www.aliyun.com,SAFE,4,4% safe,
693,https://www.amazon.cn,https://www.amazon.cn,SAFE,4,4% safe,
694,https://www.amazon.ca,https://www.amazon.ca,SAFE,4,4% safe,
695,https://www.huffingtonpost.com,https://www.huffingtonpost.com,SAFE,4,4% safe,
696,https://www.google.co.il,https://www.google.co.il,SAFE,4,4% safe,
697,https://www.researchgate.net,https://www.researchgate.net,SAFE,4,4% safe,
698,https://www.gmx.net,https://www.gmx.net,SAFE,4,4% safe,
699,https://www.ltn.com.tw,https://www.ltn.com.tw,SAFE,4,4% safe,
700,https://www.popcash.net,https://www.popcash.net,SAFE,4,4% safe,
701,https://www.aol.com,https://www.aol.com,SAFE,4,4% safe,
702,https://www.irctc.co.in,https://www.irctc.co.in,SAFE,4,4% safe,
703,https://www.allegro.pl,https://www.allegro.pl,SAFE,4,4% safe,
705,https://www.goodreads.com,https://www.goodreads.com,SAFE,4,4% safe,
706,https://www.shutterstock.com,https://www.shutterstock.com,SAFE,4,4% safe,
707,https://www.thesaurus.com,https://www.thesaurus.com,SAFE,4,4% safe,
708,https://www.zippyshare.com,https://www.zippyshare.com,SAFE,4,4% safe,
709,https://www.nownews.com,https://www.nownews.com,SAFE,4,4% safe,
710,https://www.ameblo.jp,https://www.ameblo.jp,SAFE,4,4% safe,
711,https://www.web.de,https://www.web.de,SAFE,4,4% safe,
712,https://www.udemy.com,https://www.udemy.com,SAFE,4,4% safe,
713,https://www.cnblogs.com,https://www.cnblogs.com,SAFE,4,4% safe,
714,https://www.google.sk,https://www.google.sk,SAFE,4,4% safe,
715,https://www.bitauto.com,https://www.bitauto.com,SAFE,4,4% safe,
716,https://www.sberbank.ru,https://www.sberbank.ru,SUSPICIOUS,12,12% suspicious - Contains risky words,
717,https://www.digikala.com,https://www.digikala.com,SAFE,4,4% safe,
718,https://www.battle.net,https://www.battle.net,SAFE,4,4% safe,
719,https://www.duckduckgo.com,https://www.duckduckgo.com,SAFE,4,4% safe,
720,https://www.rutracker.org,https://www.rutracker.org,SAFE,4,4% safe,
721,https://www.rumble.com,https://www.rumble.com,SAFE,4,4% safe,
722,https://www.airbnb.com,https://www.airbnb.com,SAFE,4,4% safe,
723,https://www.gamefaqs.com,https://www.gamefaqs.com,SAFE,4,4% safe,
724,https://www.businessinsider.com,https://www.businessinsider.com,SAFE,4,4% safe,
725,https://www.ign.com,https://www.ign.com,SAFE,4,4% safe,
726,https://www.xfinity.com,https://www.xfinity.com,SAFE,4,4% safe,
727,https://www.daum.net,https://www.daum.net,SAFE,4,4% safe,
728,https://www.velocecdn.com,https://www.velocecdn.com,SAFE,4,4% safe,
729,https://www.freepik.com,https://www.freepik.com,SAFE,4,4% safe,
731,https://www.outbrain.com,https://www.outbrain.com,SAFE,4,4% safe,
732,https://www.rednet.cn,https://www.rednet.cn,SAFE,4,4% safe,
733,https://www.setn.com,https://www.setn.com,SAFE,4,4% safe,
734,https://www.cricbuzz.com,https://www.cricbuzz.com,SAFE,4,4% safe,
735,https://www.livedoor.jp,https://www.livedoor.jp,SAFE,4,4% safe,
736,https://www.myway.com,https://www.myway.com,SAFE,4,4% safe,
737,https://www.ci123.com,https://www.ci123.com,SAFE,4,4% safe,
738,https://www.hola.com,https://www.hola.com,SAFE,4,4% safe,
739,https://www.ouo.io,https://www.ouo.io,SAFE,4,4% safe,
740,https://www.google.kz,https://www.google.kz,SAFE,4,4% safe,
741,https://www.sourceforge.net,https://www.sourceforge.net,SAFE,4,4% safe,
742,https://www.canva.com,https://www.canva.com,SAFE,4,4% safe,
743,https://www.1337x.to,https://www.1337x.to,SAFE,4,4% safe,
744,https://www.youdao.com,https://www.youdao.com,SAFE,4,4% safe,
745,https://www.reverso.net,https://www.reverso.net,SAFE,4,4% safe,
746,https://www.hp.com,https://www.hp.com,SAFE,4,4% safe,
747,https://www.accuweather.com,https://www.accuweather.com,SAFE,4,4% safe,
748,https://www.wordreference.com,https://www.wordreference.com,SAFE,4,4% safe,
749,https://www.usps.com,https://www.usps.com,SAFE,4,4% safe,
750,https://www.varzesh3.com,https://www.varzesh3.com,SAFE,4,4% safe,
751,https://www.orange.fr,https://www.orange.fr,SAFE,4,4% safe,
752,https://www.haber7.com,https://www.haber7.com,SAFE,4,4% safe,
753,https://www.sciencedirect.com,https://www.sciencedirect.com,SAFE,4,4% safe,
754,https://www.subject.tmall.com,https://www.subject.tmall.com,SAFE,4,4% safe,
756,https://www.flickr.com,https://www.flickr.com,SAFE,4,4% safe,
757,https://www.skype.com,https://www.skype.com,SAFE,4,4% safe,
758,https://www.zendesk.com,https://www.zendesk.com,SAFE,4,4% safe,
759,https://www.iqiyi.com,https://www.iqiyi.com,SAFE,4,4% safe,
760,https://www.livedoor.com,https://www.livedoor.com,SAFE,4,4% safe,
761,https://www.userapi.com,https://www.userapi.com,SAFE,4,4% safe,
762,https://www.weebly.com,https://www.weebly.com,SAFE,4,4% safe,
763,https://www.icloud.com,https://www.icloud.com,SAFE,0,Safe link,
764,https://www.target.com,https://www.target.com,SAFE,4,4% safe,
765,https://www.ntd.tv,https://www.ntd.tv,SAFE,4,4% safe,
766,https://www.ndtv.com,https://www.ndtv.com,SAFE,4,4% safe,
767,https://www.momoshop.com.tw,https://www.momoshop.com.tw,SAFE,4,4% safe,
768,https://www.feedly.com,https://www.feedly.com,SAFE,4,4% safe,
769,https://www.asos.com,https://www.asos.com,SAFE,4,4% safe,
770,https://www.123movieshub.to,https://www.123movieshub.to,SAFE,4,4% safe,
771,https://www.instructure.com,https://www.instructure.com,SAFE,4,4% safe,
772,https://www.doublepimp.com,https://www.doublepimp.com,SAFE,4,4% safe,
773,https://www.siteadvisor.com,https://www.siteadvisor.com,SAFE,4,4% safe,
774,https://www.rt.com,https://www.rt.com,SAFE,4,4% safe,
775,https://www.adf.ly,https://www.adf.ly,SAFE,4,4% safe,
776,https://www.rarbg.to,https://www.rarbg.to,SAFE,4,4% safe,
777,https://www.olx.ua,https://www.olx.ua,SAFE,4,4% safe,
778,https://www.ouedkniss.com,https://www.ouedkniss.com,SAFE,4,4% safe,
779,https://www.espncricinfo.com,https://www.espncricinfo.com,SAFE,4,4% safe,
781,https://www.mailchimp.com,https://www.mailchimp.com,SAFE,4,4% safe,
782,https://www.rottentomatoes.com,https://www.rottentomatoes.com,SAFE,4,4% safe,
783,https://www.utorrent.com,https://www.utorrent.com,SAFE,4,4% safe,
784,https://www.uptodown.com,https://www.uptodown.com,SAFE,4,4% safe,
785,https://www.kaskus.co.id,https://www.kaskus.co.id,SAFE,4,4% safe,
786,https://www.office365.com,https://www.office365.com,SAFE,4,4% safe,
787,https://www.ups.com,https://www.ups.com,SAFE,4,4% safe,
788,https://www.line.me,https://www.line.me,SAFE,4,4% safe,
789,https://www.americanexpress.com,https://www.americanexpress.com,SAFE,4,4% safe,
790,https://www.kissanime.ru,https://www.kissanime.ru,SAFE,4,4% safe,
791,https://www.capitalone.com,https://www.capitalone.com,SAFE,4,4% safe,
792,https://www.mercadolibre.com.ar,https://www.mercadolibre.com.ar,SAFE,4,4% safe,
793,https://www.iqoption.com,https://www.iqoption.com,SAFE,4,4% safe,
794,https://www.blogspot.com.br,https://www.blogspot.com.br,SAFE,4,4% safe,
795,https://www.subscene.com,https://www.subscene.com,SAFE,4,4% safe,
796,https://www.onet.pl,https://www.onet.pl,SAFE,4,4% safe,
797,https://www.163.com,https://www.163.com,SAFE,4,4% safe,
798,https://www.banggood.com,https://www.banggood.com,SAFE,4,4% safe,
799,https://www.uzone.id,https://www.uzone.id,SAFE,4,4% safe,
800,https://www.samsung.com,https://www.samsung.com,SAFE,4,4% safe,
801,https://www.ensonhaber.com,https://www.ensonhaber.com,SAFE,4,4% safe,
802,https://www.go.com,https://www.go.com,SAFE,4,4% safe,
803,https://www.wish.com,https://www.wish.com,SAFE,4,4% safe,
804,https://www.google.com.kw,https://www.google.com.kw,SAFE,4,4% safe,
806,https://www.wp.pl,https://www.wp.pl,SAFE,4,4% safe,
807,https://www.wittyfeed.com,https://www.wittyfeed.com,SAFE,4,4% safe,
808,https://www.playstation.com,https://www.playstation.com,SAFE,4,4% safe,
809,https://www.hdfcbank.com,https://www.hdfcbank.com,SUSPICIOUS,12,12% suspicious - Contains risky words,
810,https://www.patreon.com,https://www.patreon.com,SAFE,4,4% safe,
811,https://www.gismeteo.ru,https://www.gismeteo.ru,SAFE,4,4% safe,
812,https://www.eskimi.com,https://www.eskimi.com,SAFE,4,4% safe,
813,https://www.oracle.com,https://www.oracle.com,SAFE,4,4% safe,
814,https://www.dell.com,https://www.dell.com,SAFE,4,4% safe,
815,https://www.glassdoor.com,https://www.glassdoor.com,SAFE,4,4% safe,
816,https://www.t-online.de,https://www.t-online.de,SAFE,4,4% safe,
817,https://www.theverge.com,https://www.theverge.com,SAFE,4,4% safe,
818,https://www.giphy.com,https://www.giphy.com,SAFE,4,4% safe,
819,https://www.slickdeals.net,https://www.slickdeals.net,SAFE,4,4% safe,
820,https://www.friv.com,https://www.friv.com,SAFE,4,4% safe,
821,https://www.sabq.org,https://www.sabq.org,SAFE,4,4% safe,
822,https://www.myanimelist.net,https://www.myanimelist.net,SAFE,4,4% safe,
823,https://www.m73lae5cpmgrv38.com,https://www.m73lae5cpmgrv38.com,SAFE,4,4% safe,
824,https://www.buzzadnetwork.com,https://www.buzzadnetwork.com,SAFE,4,4% safe,
825,https://www.seasonvar.ru,https://www.seasonvar.ru,SAFE,4,4% safe,
826,https://www.vtv.vn,https://www.vtv.vn,SAFE,4,4% safe,
827,https://www.doublepimpssl.com,https://www.doublepimpssl.com,SAFE,4,4% safe,
828,https://www.tradingview.com,https://www.tradingview.com,SAFE,4,4% safe,
829,https://www.blpmovies.com,https://www.blpmovies.com,SAFE,4,4% safe,
830,https://www.ultimate-guitar.com,https://www.ultimate-guitar.com,SAFE,4,4% safe,
833,https://www.taleo.net,https://www.taleo.net,SAFE,4,4% safe,
834,https://www.homedepot.com,https://www.homedepot.com,SAFE,4,4% safe,
835,https://www.mercadolibre.com.mx,https://www.mercadolibre.com.mx,SAFE,4,4% safe,
836,https://www.free.fr,https://www.free.fr,SAFE,4,4% safe,
837,https://www.telegraph.co.uk,https://www.telegraph.co.uk,SAFE,4,4% safe,
838,https://www.elpais.com,https://www.elpais.com,SAFE,4,4% safe,
839,https://www.google.co.nz,https://www.google.co.nz,SAFE,4,4% safe,
840,https://www.behance.net,https://www.behance.net,SAFE,4,4% safe,
841,https://www.wix.com,https://www.wix.com,SAFE,4,4% safe,
842,https://www.blackboard.com,https://www.blackboard.com,SAFE,4,4% safe,
843,https://www.fedex.com,https://www.fedex.com,SAFE,4,4% safe,
844,https://www.okdiario.com,https://www.okdiario.com,SAFE,4,4% safe,
845,https://www.pixabay.com,https://www.pixabay.com,SAFE,4,4% safe,
846,https://www.dmm.co.jp,https://www.dmm.co.jp,SAFE,4,4% safe,
847,https://www.yadi.sk,https://www.yadi.sk,SAFE,4,4% safe,
848,https://www.usatoday.com,https://www.usatoday.com,SAFE,4,4% safe,
849,https://www.ebay.com.au,https://www.ebay.com.au,SAFE,4,4% safe,
850,https://www.bloomberg.com,https://www.bloomberg.com,SAFE,4,4% safe,
851,https://www.uidai.gov.in,https://www.uidai.gov.in,SAFE,4,4% safe,
852,https://www.google.lk,https://www.google.lk,SAFE,4,4% safe,
853,https://www.taboola.com,https://www.taboola.com,SAFE,4,4% safe,
854,https://www.seznam.cz,https://www.seznam.cz,SAFE,4,4% safe,
855,https://www.marca.com,https://www.marca.com,SAFE,4,4% safe,
856,https://www.taringa.net,https://www.taringa.net,SAFE,4,4% safe,
857,https://www.informationvine.com,https://www.informationvine.com,SAFE,4,4% safe,
858,https://www.crunchyroll.com,https://www.crunchyroll.com,SAFE,4,4% safe,
859,https://www.kapanlagi.com,https://www.kapanlagi.com,SAFE,4,4% safe,
860,https://www.wordpress.org,https://www.wordpress.org,SAFE,4,4% safe,
861,https://www.mi.com,https://www.mi.com,SAFE,4,4% safe,
862,https://www.media.tumblr.com,https://www.media.tumblr.com,SAFE,4,4% safe,
863,https://www.google.bg,https://www.google.bg,SAFE,4,4% safe,
864,https://www.merdeka.com,https://www.merdeka.com,SAFE,4,4% safe,
865,https://www.independent.co.uk,https://www.independent.co.uk,SAFE,4,4% safe,
866,https://www.flvto.biz,https://www.flvto.biz,SAFE,4,4% safe,
867,https://www.fiverr.com,https://www.fiverr.com,SAFE,4,4% safe,
868,https://www.rediff.com,https://www.rediff.com,SAFE,4,4% safe,
870,https://www.alicdn.com,https://www.alicdn.com,SAFE,4,4% safe,
871,https://www.patch.com,https://www.patch.com,SAFE,4,4% safe,
872,https://www.repubblica.it,https://www.repubblica.it,SAFE,4,4% safe,
873,https://www.17ok.com,https://www.17ok.com,SAFE,4,4% safe,
874,https://www.ajkzd9h.com,https://www.ajkzd9h.com,SAFE,4,4% safe,
876,https://www.atlassian.net,https://www.atlassian.net,SAFE,4,4% safe,
878,https://www.ebay.it,https://www.ebay.it,SAFE,4,4% safe,
879,https://www.onedio.com,https://www.onedio.com,SAFE,4,4% safe,
880,https://www.kooora.com,https://www.kooora.com,SAFE,4,4% safe,
