index,input_url,extracted_domain,failure_reason,message,resolved_ip
112,paypal.cgi-bin.update.herf.secure.cente.5885d80a13c0db1f8e263663d3faee8d8494db9703d2buenosdeseos.cl/href/secure/center/update/limit/seccure/ffbcb14b678d277679708d775f69,paypal.cgi-bin.update.herf.secure.cente.5885d80a13c0db1f8e263663d3faee8d8494db9703d2buenosdeseos.cl,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
113,paypal.cgi-bin.update.herf.secure.cente.5885d80a13c0db1f8e263663d3faee8d8494db9703d2buenosdeseos.cl/href/secure/center/update/limit/seccure/f4015387be218693c0aadc990670,paypal.cgi-bin.update.herf.secure.cente.5885d80a13c0db1f8e263663d3faee8d8494db9703d2buenosdeseos.cl,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
114,paypal.cgi-bin.update.herf.secure.cente.5885d80a13c0db1f8e263663d3faee8d8494db9703d2buenosdeseos.cl/href/secure/center/update/limit/seccure/570bddbd287290564db29681ffbb,paypal.cgi-bin.update.herf.secure.cente.5885d80a13c0db1f8e263663d3faee8d8494db9703d2buenosdeseos.cl,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
115,ambalajbaski.com/wp-content/themes/twentyten/dsc/rbb/,ambalajbaski.com,NONE,URL exists - DNS resolved successfully,89.252.186.67
116,cadastro.net.tc/,cadastro.net.tc,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
117,girlmodaperfect.com.br/wp-content/themes/vanadiumitic/images/webmail.htm,girlmodaperfect.com.br,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
118,paypol.info/au/cgi-bin/index.php?cmd=_login-run&dispatch=5885d80a13c0db1f998ca054efb,paypol.info,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
119,www.taiwanexcellence.com.vn/libraries/pear/d4/Atualizar_Dados.php?confirmando,taiwanexcellence.com.vn,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
120,us.battle.net.login.yh-login.com/login/en/login.html?app=wam&ref=www.worldofwarcraft.com/account/&eor=0&app=bam,us.battle.net.login.yh-login.com,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
121,www.air-manx.net/www.paypal.com/,air-manx.net,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
122,thegoosh.com/sec/msc/index.html,thegoosh.com,NONE,URL exists - DNS resolved successfully,172.241.164.59
123,steamnation.gegahost.net/,steamnation.gegahost.net,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
124,paypal.com.login-update.info.login.submit.information.6k5l8k4m3n3b2ve8d025885d80a13cparticlemobile.com/,paypal.com.login-update.info.login.submit.information.6k5l8k4m3n3b2ve8d025885d80a13cparticlemobile.com,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
125,acavill.com/e.support.service.paypal.com/us/cgi-bin/webscr.htm?cmd=_login-run,acavill.com,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
126,uxers.com/PayPal.com/Paypal-Newest/paypal-update/Paypal-Newest/5885d80a13c0db1f8e263663d3faee8d8494db9703d295b4a2116480ee01a05c/a93851eb0b127e7b5d200b19330673d2/,uxers.com,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
127,codydills.com/wp-admin/js/dsfhkasfh.html?Sign_In=3AB2F2F,codydills.com,NONE,URL exists - DNS resolved successfully,74.208.236.137
128,www.paypal-com.us.fdfkfgj20592dfsfzrioy432958dflkgfdls.539589dffkfgdkjdkj43056093582450389fdskgjsdkff49592050864872.alemcs.com/dir.php,paypal-com.us.fdfkfgj20592dfsfzrioy432958dflkgfdls.539589dffkfgdkjdkj43056093582450389fdskgjsdkff49592050864872.alemcs.com,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
129,ferntaylor.com/Paypal_Virefication/3758ea59b8b48e34e8d8d49eb13cf6fa/index.html,ferntaylor.com,NONE,URL exists - DNS resolved successfully,13.248.169.48
130,ferntaylor.com/Paypal_Virefication/scama/index.html,ferntaylor.com,NONE,URL exists - DNS resolved successfully,13.248.169.48
131,www.paypal-com.us.fdfkfgj20592dfsfzrioy432958dflkgfdls.539589dffkfgdkjdkj43056093582450389fdskgjsdkff49592050864872.alemcs.com/reboot.php,paypal-com.us.fdfkfgj20592dfsfzrioy432958dflkgfdls.539589dffkfgdkjdkj43056093582450389fdskgjsdkff49592050864872.alemcs.com,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
132,cvshost.com.br/site/Remax/Secure%20Login.html,cvshost.com.br,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
133,hlanz.org/billing/system/info/update/webscr/screaming/977c4c9e18689aac7c0a78794e8ca5,hlanz.org,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
134,hlanz.org/billing/system/info/update/webscr/screaming/,hlanz.org,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
135,exinoman.com/www.paypal.fr/,exinoman.com,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
136,services.runescape.com.forums-c.ws/42,services.runescape.com.forums-c.ws,NONE,URL exists - DNS resolved successfully,64.70.19.203
137,exinoman.com/www.paypal.fr/29f0dac512d2ec79e2231bde48578b2a/login.php,exinoman.com,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
138,www.crystalcars-maroc.com/images/pages/index.html,crystalcars-maroc.com,NONE,URL exists - DNS resolved successfully,54.37.34.155
139,hlanz.org/billing/system/info/update/webscr/screaming/75ee4cd6fa5e8a670812a76c63c0a0details.htm,hlanz.org,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
140,paypal.com.cgi.bin.webscr.cmd.login.submit.dispatch.5885d80a13c0db1f8211h12k32635411elainedirollo.co.uk/,paypal.com.cgi.bin.webscr.cmd.login.submit.dispatch.5885d80a13c0db1f8211h12k32635411elainedirollo.co.uk,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
141,fineline-interiors.com/modules/msline/index.php,fineline-interiors.com,NONE,URL exists - DNS resolved successfully,35.208.5.102
142,www.dartacan.com/portal/index.html,dartacan.com,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
143,www.eugenhriscu.ro/a.txt/ganhadores.html,eugenhriscu.ro,NONE,URL exists - DNS resolved successfully,104.247.81.99
144,paypal.login.mx.isaacjipsyproducts.com/,paypal.login.mx.isaacjipsyproducts.com,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
145,hlanz.org/billing/system/info/update/webscr/screaming/f707e361ff8349b0b40fa80b16d552,hlanz.org,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
146,www.bilkomtasarim.com/wp-includes/Text/Diff/Engine/index.htm,bilkomtasarim.com,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
147,shreyagems.com/wp-content/remax/index.htm,shreyagems.com,NONE,URL exists - DNS resolved successfully,207.174.214.35
148,actualizacionbanesco.web1337.net/,actualizacionbanesco.web1337.net,NONE,URL exists - DNS resolved successfully,185.27.134.24
149,us.battle.net.login.yg-login.com/login/en/login.html?app=wam&ref=www.worldofwarcraft.com/account/&eor=0&app=bam,us.battle.net.login.yg-login.com,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
150,paypal.fr.cgi-bin.login58574hg89789.allforhimevents.com/paypal.fr/cgi_bin1/051efacfa6a22f8def2fc30db07302a5/,paypal.fr.cgi-bin.login58574hg89789.allforhimevents.com,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
151,aol-mylink4.slyip.com/aol.com.personal.security.vbv.index.html.billing.verified/Online-update=Ue5qBbIUMLTMUxRXHuoiRBMC8QgHHav4pYFzembFoENcG167TH4PaServiceLogin=003/mail.aol.com/36515-1125-74gU882j5P118N/aol-6en-us/Suite.aspx/s.html,aol-mylink4.slyip.com,NONE,URL exists - DNS resolved successfully,192.64.151.235
152,paypal.fr.cgi-bin.login58574hg89789.allforhimevents.com/paypal.fr/cgi_bin1/040c142be5dada6bab5c0cbfd358fc3f/info.php?cmd=_login-done&login_access=5885d80a13c0db1fsdf8e263sdf663d3faee8db2b24f7b84f1819390b7e2d9283d70f1,paypal.fr.cgi-bin.login58574hg89789.allforhimevents.com,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
153,thomba.org/yDcntrlde/_webscr.php?nxEXEC=d2Vic2NyX3ByaW0ucGhwP254RVhFQz1kMlZpYzJOeUxusdr01=YnktZWZmZWN0QHdlYi5kZQ==,thomba.org,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
154,thomba.org/YnktZWZmZWN0QHdlYi5kZQ==/DEsdR/cgiwx1czypdkrfaqjg,thomba.org,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
155,collkensafari.com/http/screenname.all.secure.com/,collkensafari.com,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
156,thomba.org/yDcntrlde/_webscr.php?nxEXEC=d2Vic2NyX3ByaW0ucGhwP254RVhFQz1kMlZpYzJOeUxusdr01=Y2FyaW5hNzc3QHdlYi5kZQ=Message-ID:,thomba.org,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
157,thomba.org/yDcntrlde/_webscr.php?nxEXEC=d2Vic2NyX3ByaW0ucGhwP254RVhFQz1kMlZpYzJOeUxusdr01=YnktZWZmZWN0QHdlYi5kZQ=Message-ID:,thomba.org,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
158,px-coding.org/webdisk/bin2/_id/www.paypal.com/fr/cgi-bin/webscr/cmd=_registration-run/,px-coding.org,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
159,paypal.com.us.cgi.bin.webscr.cmd.login-submit.sp0rt.tk/cmd=_login-submit&dispatch=u4575jh4414a50598f04d34b4575224bf5056875455hhj2/e5566cf699d92806e2ebf4cb2d4Successfully.html,paypal.com.us.cgi.bin.webscr.cmd.login-submit.sp0rt.tk,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
160,px-coding.org/webdisk/bin3/_id/www.paypal.com/fr/cgi-bin/webscr/cmd=_registration-run/login.php?cmd=_login-run&dispatch=7a6a2ecd608196c6d44d4280,px-coding.org,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
161,tinyurl.com/cdkvoqx,tinyurl.com,NONE,URL exists - DNS resolved successfully,104.17.112.233
162,insurance365.in/remax,insurance365.in,NONE,URL exists - DNS resolved successfully,2.57.91.91
163,insurance365.in/remax/,insurance365.in,NONE,URL exists - DNS resolved successfully,2.57.91.91
164,billingcenter.aol.com.jaldaguedes.com.br/bill.aol.com/SPortal/jsp/contact_primary_update.jsp/update.html,billingcenter.aol.com.jaldaguedes.com.br,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
165,victoria.nswebhost.com/~faridkh/webalbum/thumbs/cgi/,victoria.nswebhost.com,NONE,URL exists - DNS resolved successfully,209.217.233.190
166,www.loyolapucollegemanvi.ac.in/wp-includes/Text/Diff/Engine/cgi-bin/webscrcmd=_login-submit&dispatch=5885d80a13c0db1f8e263663d3faee8d0288a7fd2903afb85a5,loyolapucollegemanvi.ac.in,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
167,www.remaxs.net/rem/Rema/,remaxs.net,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
168,cvshost.com.br/site/Remax/SecureLogin.html,cvshost.com.br,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
169,mechtechgroup.com/scripts/0653d428983428dad0e6f180e695e8ce/,mechtechgroup.com,NONE,URL exists - DNS resolved successfully,74.208.236.68
170,mechtechgroup.com/scripts/,mechtechgroup.com,NONE,URL exists - DNS resolved successfully,74.208.236.68
171,www.trezzle.com/wp-admin/user/subscrible/,trezzle.com,NONE,URL exists - DNS resolved successfully,191.96.96.27
172,login.ppinc.square7.de/,login.ppinc.square7.de,NONE,URL exists - DNS resolved successfully,162.55.0.137
173,localdocliente.com/updateaol/updateaol/login.psp.htm,localdocliente.com,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
174,tr.itmargroup.com/wp-content/secure/secure.htm,tr.itmargroup.com,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
175,tinyurl.com/c9qb6bj,tinyurl.com,NONE,URL exists - DNS resolved successfully,104.17.112.233
176,mechtechgroup.com/scripts/19c3aed87fea25a5264abc5155c64db2/,mechtechgroup.com,NONE,URL exists - DNS resolved successfully,74.208.236.68
177,mechtechgroup.com/scripts/a85cf572a1f4ef8032ef30d7ac65e3f4/,mechtechgroup.com,NONE,URL exists - DNS resolved successfully,74.208.236.68
178,mechtechgroup.com/scripts/1895bc4649b60d78a3fe9def231b9a1d/complete.htm,mechtechgroup.com,NONE,URL exists - DNS resolved successfully,74.208.236.68
179,stampschool.com/gallery/www.paypal.co.uk/,stampschool.com,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
180,paypal.fr.cgi-bin.login58574hg89789.allforhimevents.com/paypal.fr/cgi_bin1/6164ab0c37b14e7211f39e4495f74862/,paypal.fr.cgi-bin.login58574hg89789.allforhimevents.com,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
181,eisen.pk/images/paypal/error_login.html,eisen.pk,NONE,URL exists - DNS resolved successfully,23.227.38.65
182,acsjobs.org/service/75c0ea37a4320ab1a6ae756193dca9cc/,acsjobs.org,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
183,px-coding.org/webdisk/bin/_id/www.paypal.com/fr/cgi-bin/webscr/cmd=_registration-run/login.php?cmd=_login-run&dispatch=2bf02a67079bb1726a475ef2,px-coding.org,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
184,hiyalifiha7.eb2a.com/login/paypal/,hiyalifiha7.eb2a.com,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
185,secure.runescape.com.login.yg-login.com/weblogin/loginform.html?mod=www&amp;ssl=0&amp;dest,secure.runescape.com.login.yg-login.com,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
186,www.cmibq.org.mx/images/login.jsp.htm,cmibq.org.mx,NONE,URL exists - DNS resolved successfully,66.102.132.33
187,www.eugenhriscu.ro/a.txt/OuroCard.html,eugenhriscu.ro,NONE,URL exists - DNS resolved successfully,104.247.81.99
188,secure.runescape.com.rs.yh-login.com/m=weblogin/loginform.html?mod=www&ssl=0&dest,secure.runescape.com.rs.yh-login.com,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
189,cadeauoriginal.mons.be/pear/pdtng/35384394338484d853538439384d84d85353844d8535353538trav.htm?b2932586ac0ae236107ee77573e2098eb2932586ac0ae236107ee77573e2098e,cadeauoriginal.mons.be,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
190,cadeauoriginal.mons.be/pear/pdtng/35384394338484d853538439384d84d85353844d8535353538trav.htm?410b188718d99e03e3b346d4e427f509410b188718d99e03e3b346d4e427f509,cadeauoriginal.mons.be,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
191,px-coding.org/mobile/bin/_id/www.paypal.com/fr/cgi-bin/webscr/cmd=_registration-run/login.php?cmd=_login-run&dispatch=fd83c33d2735558c0e9b514096e5,px-coding.org,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
192,www.paypal-umstellung.in/de/news/dp/B0029YZ758/ref=sr_1_2/sicherheit/umstellung_auf_neue_sicherheitsstandarts/,paypal-umstellung.in,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
193,bedirasansor.com/paypal.bn.log.wid.00d54220h660m.45h048003m.710/,bedirasansor.com,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
194,www.odnoklasnikli.in/,odnoklasnikli.in,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
195,bit.ly/OrZO7r,bit.ly,NONE,URL exists - DNS resolved successfully,67.199.248.10
196,lalad2399821.h19.ru/Internet_banking/auten.php,lalad2399821.h19.ru,NONE,URL exists - DNS resolved successfully,107.172.18.180
197,lalad2399821.h19.ru/Internet_banking/centro.html,lalad2399821.h19.ru,NONE,URL exists - DNS resolved successfully,107.172.18.180
198,www.sunsetparty.com.br/music/index-site.php,sunsetparty.com.br,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
199,secure.runescape.com.login.yf-login.com/weblogin/loginform.html,secure.runescape.com.login.yf-login.com,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
200,paypal.com.us.cgi.bin.webscr.cmd.login.member.verifed.crazynightsprod.com/54855458214/e5bb41970c07fa64391e09aeea5a0dfd/,paypal.com.us.cgi.bin.webscr.cmd.login.member.verifed.crazynightsprod.com,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
201,paypal.com.us.cgi.bin.webscr.cmd.login.member.verifed.crazynightsprod.com/54855458214/2bcc5a8848017c04891f6f831a48ed73/,paypal.com.us.cgi.bin.webscr.cmd.login.member.verifed.crazynightsprod.com,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
202,miooings.net/blesschase/Chase.html,miooings.net,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
203,secure.runescape.com.login.yg-login.com/weblogin/loginform.html?mod=www&ssl=0&dest,secure.runescape.com.login.yg-login.com,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
204,www.paypal.com.fr.cgi-bin.webscr.cmd.account.nav.ref.gagli8h.verification.process-security.mise-a-jours.protection.dreasignmf.com/erreur.htm?cmd=_error_login-run&dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb21199,paypal.com.fr.cgi-bin.webscr.cmd.account.nav.ref.gagli8h.verification.process-security.mise-a-jours.protection.dreasignmf.com,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
205,totallynews.net/v1/bin/_ssl3/www.paypal.com/fr/cgi-bin/webscr/cmd=_registration-run/login.php?cmd=_login-run&dispatch=0761c1bd23ba639a0cb9410dca41,totallynews.net,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
206,secure.runescape.com.login.yg-login.com/weblogin/loginform.html?mod=www&amp;ssl=0&amp;dest,secure.runescape.com.login.yg-login.com,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
207,diversystem.com.br/include/library/json/home.htm,diversystem.com.br,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
208,paypal.cgi-bin.update.herf.secure.cente.5885d80a13c0db1f8e263663d3faee8d8494db9703d2buenosdeseos.cl/href/secure/center/update/limit/seccure/31fed37d51059557308a43011489,paypal.cgi-bin.update.herf.secure.cente.5885d80a13c0db1f8e263663d3faee8d8494db9703d2buenosdeseos.cl,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
209,paulgolding.us/img/icons/tabs/20.20/20.20.20.20/pbs-nets.dk-Opret-din-kode-Verifiedhttps:www.nets.eu/securi/651f487fd12e89bf9adc3ebd80041561/,paulgolding.us,NONE,URL exists - DNS resolved successfully,107.180.12.36
210,paypal.cgi-bin.update.herf.secure.cente.5885d80a13c0db1f8e263663d3faee8d8494db9703d2buenosdeseos.cl/href/secure/center/update/limit/seccure/2de591f0b36f05a69a951e4853a3,paypal.cgi-bin.update.herf.secure.cente.5885d80a13c0db1f8e263663d3faee8d8494db9703d2buenosdeseos.cl,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
211,paypal.cgi-bin.update.herf.secure.cente.5885d80a13c0db1f8e263663d3faee8d8494db9703d2buenosdeseos.cl/href/secure/center/update/limit/seccure/,paypal.cgi-bin.update.herf.secure.cente.5885d80a13c0db1f8e263663d3faee8d8494db9703d2buenosdeseos.cl,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
212,estatehomesland.com/estatehomesland/media/index.htm,estatehomesland.com,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
213,paypal.cgi-bin.update.herf.secure.cente.5885d80a13c0db1f8e263663d3faee8d8494db9703d2buenosdeseos.cl/href/secure/center/update/limit/seccure/6163859c427b0afe3ba65d61dcca,paypal.cgi-bin.update.herf.secure.cente.5885d80a13c0db1f8e263663d3faee8d8494db9703d2buenosdeseos.cl,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
214,sunshinetv.it/hwdphotos/originals/veried/nets/,sunshinetv.it,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
215,superstarssports.com/red.html,superstarssports.com,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
216,acsjobs.org/service/4de6ff70e64afe5644427d0528033fe0/,acsjobs.org,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
217,goriga.no/tmp/paypal/paypal.Fr/78103429b1acc54f168ca0305c66f15b/,goriga.no,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
218,parsunit.com/img/openImg/social_net/aol.html,parsunit.com,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
219,acsjobs.org/service/,acsjobs.org,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
220,www.descoseguro.com.ua/site.seguro/,descoseguro.com.ua,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
221,magazan55.com/PayPaL_servicee.fr/@/PayPa/france/error_login.html,magazan55.com,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
222,www.erzurumsarkinsaat.com.tr/components/com_user/cliente.php,erzurumsarkinsaat.com.tr,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
223,www.chinahorton.com/http/www.hsbc.com.br/,chinahorton.com,NONE,URL exists - DNS resolved successfully,43.129.80.7
224,www.wasabisushibar.com/media/com_akeeba/%20/httpd.www/?cli=Cliente/191273/830346.php,wasabisushibar.com,NONE,URL exists - DNS resolved successfully,20.50.64.7
225,paypal.com.loging-confirm.cgi-bin.webscr-cmd.login.submit.new-load.5885d80a13c0db1f8e263663d3faee8dcbc13c0db1f8e26load.5885d800db1f8e26load.5885d800db1f8e26load.5885d80.aispshopping.com.br/paypal.us/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023,paypal.com.loging-confirm.cgi-bin.webscr-cmd.login.submit.new-load.5885d80a13c0db1f8e263663d3faee8dcbc13c0db1f8e26load.5885d800db1f8e26load.5885d800db1f8e26load.5885d80.aispshopping.com.br,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
226,paypal.com.us.cgi.bin.webscr.cmd.login.member.verifed.crazynightsprod.com/54855458214/2f12947d10f220874097e029f730a65d/,paypal.com.us.cgi.bin.webscr.cmd.login.member.verifed.crazynightsprod.com,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
227,paypal.com.us.cgi.bin.webscr.cmd.login.member.verifed.crazynightsprod.com/54855458214/6cd8a4108c0627b884f496b5a530cf27/,paypal.com.us.cgi.bin.webscr.cmd.login.member.verifed.crazynightsprod.com,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
228,rehabstudents.com/wp-content/themes/rsv3/ads/ib.nab.com.au/,rehabstudents.com,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
229,www.fazendoweb.net76.net/phpform/use/Form/form1.html,fazendoweb.net76.net,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
230,m.elio-itc.com/~projecti/us/info1.php,m.elio-itc.com,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
231,m.marycook.com/~projecti/us/info1.php,m.marycook.com,NONE,URL exists - DNS resolved successfully,151.101.130.159
232,m.warbrides.net/~projecti/us/info1.php,m.warbrides.net,DOMAIN_NOT_FOUND,"URL does not exist - DNS resolution failed ([Errno 8] nodename nor servname provided, or not known)",
